Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,goalHome,goalAway,hwinvalue,awinvalue,count
20230103,Лестер,Фулхэм,0,1,A,0.0,1.0,0.0,1.0,1
20230103,Эвертон,Брайтон,0,1,A,0.0,1.0,0.0,1.0,1
20230102,Брентфорд,Ливерпуль,2,0,H,1.0,0.0,1.0,0.0,1
20230101,Ноттингем Форест,Челси,0,1,A,0.0,1.0,0.0,1.0,1
20230101,Тоттенхэм,Астон Вилла,0,0,D,0.0,0.0,0.5,0.5,1
20221231,Брайтон,Арсенал,0,2,A,0.0,1.0,0.0,1.0,1
20221231,Борнмут,Кристал Пэлас,0,2,A,0.0,1.0,0.0,1.0,1
20221231,Манчестер Сити,Эвертон,1,0,H,1.0,0.0,1.0,0.0,1
20221231,Ньюкасл Юнайтед,Лидс,0,0,D,0.0,0.0,0.5,0.5,1
20221231,Фулхэм,Саутгемптон,1,0,H,1.0,0.0,1.0,0.0,1
20221231,Вулверхэмптон,Манчестер Юнайтед,0,0,D,0.0,0.0,0.5,0.5,1
20221230,Ливерпуль,Лестер,2,1,H,1.0,1.0,1.0,0.0,1
20221230,Вест Хэм,Брентфорд,0,2,A,0.0,1.0,0.0,1.0,1
20221228,Лидс,Манчестер Сити,0,1,A,0.0,1.0,0.0,1.0,1
20221227,Манчестер Юнайтед,Ноттингем Форест,2,0,H,1.0,0.0,1.0,0.0,1
20221227,Челси,Борнмут,2,0,H,1.0,0.0,1.0,0.0,1
20221226,Арсенал,Вест Хэм,0,1,A,0.0,1.0,0.0,1.0,1
20221226,Астон Вилла,Ливерпуль,0,2,A,0.0,1.0,0.0,1.0,1
20221226,Кристал Пэлас,Фулхэм,0,1,A,0.0,1.0,0.0,1.0,1
20221226,Лестер,Ньюкасл Юнайтед,0,3,A,0.0,1.0,0.0,1.0,1
20221226,Саутгемптон,Брайтон,0,2,A,0.0,1.0,0.0,1.0,1
20221226,Эвертон,Вулверхэмптон,1,1,D,1.0,1.0,0.5,0.5,1
20221226,Брентфорд,Тоттенхэм,1,0,H,1.0,0.0,1.0,0.0,1
20221113,Фулхэм,Манчестер Юнайтед,0,1,A,0.0,1.0,0.0,1.0,1
20221113,Брайтон,Астон Вилла,1,1,D,1.0,1.0,0.5,0.5,1
20221112,Вулверхэмптон,Арсенал,0,0,D,0.0,0.0,0.5,0.5,1
